House
Date,                P
2014-01-01 19:00:00, 434.07406
2014-01-01 19:15:00, 370.75687
2014-01-01 19:30:00, 422.43531
2014-01-01 19:45:00, 393.06531
2014-01-01 20:00:00, 507.25781
2014-01-01 20:15:00, 365.67969
2014-01-01 20:30:00, 356.67312
2014-01-01 20:45:00, 333.98906
2014-01-01 21:00:00, 343.53219
2014-01-01 21:15:00, 347.81313
2014-01-01 21:30:00, 293.77469
2014-01-01 21:45:00, 290.68844
2014-01-01 22:00:00, 288.67062
2014-01-01 22:15:00, 297.67094
2014-01-01 22:30:00, 273.03875
2014-01-01 22:45:00, 267.44344
2014-01-01 23:00:00, 263.63469
2014-01-01 23:15:00, 200.82156
2014-01-01 23:30:00, 224.23781
2014-01-01 23:45:00, 224.72719
2014-01-02 00:00:00, 222.20031
2014-01-02 00:15:00, 174.05969
2014-01-02 00:30:00, 179.53031
2014-01-02 00:45:00, 157.55625
2014-01-02 01:00:00, 129.41813
2014-01-02 01:15:00, 120.72594
2014-01-02 01:30:00, 103.53344
2014-01-02 01:45:00, 97.125312
2014-01-02 02:00:00, 93.479062
2014-01-02 02:15:00, 117.27969
2014-01-02 02:30:00, 120.12875
2014-01-02 02:45:00, 93.783125
2014-01-02 03:00:00, 95.704687
2014-01-02 03:15:00, 82.327188
2014-01-02 03:30:00, 116.14125
2014-01-02 03:45:00, 110.96063
2014-01-02 04:00:00, 101.44625
2014-01-02 04:15:00, 92.455312
2014-01-02 04:30:00, 88.718438
2014-01-02 04:45:00,  93.48375
2014-01-02 05:00:00, 139.84625
2014-01-02 05:15:00, 129.91344
2014-01-02 05:30:00, 117.57719
2014-01-02 05:45:00, 121.65437
2014-01-02 06:00:00, 172.85344
2014-01-02 06:15:00, 190.08531
2014-01-02 06:30:00, 214.98094
2014-01-02 06:45:00, 238.01438
2014-01-02 07:00:00, 258.71125
2014-01-02 07:15:00, 267.84969
2014-01-02 07:30:00, 275.36531
2014-01-02 07:45:00, 317.00156
2014-01-02 08:00:00, 439.17438
2014-01-02 08:15:00, 437.05219
2014-01-02 08:30:00,  492.0875
2014-01-02 08:45:00, 489.51312
2014-01-02 09:00:00, 255.11937
2014-01-02 09:15:00,     375.3
2014-01-02 09:30:00,  382.8675
2014-01-02 09:45:00, 407.61719
2014-01-02 10:00:00, 605.66219
2014-01-02 10:15:00, 388.37062
2014-01-02 10:30:00, 335.34469
2014-01-02 10:45:00, 289.22063
2014-01-02 11:00:00,    401.65
2014-01-02 11:15:00, 523.25406
2014-01-02 11:30:00, 484.32688
2014-01-02 11:45:00, 543.27969
2014-01-02 12:00:00, 517.61594
2014-01-02 12:15:00, 511.45688
2014-01-02 12:30:00, 535.34187
2014-01-02 12:45:00, 497.96375
2014-01-02 13:00:00, 526.00344
2014-01-02 13:15:00, 554.75281
2014-01-02 13:30:00, 444.58813
2014-01-02 13:45:00, 338.06531
2014-01-02 14:00:00, 395.44406
2014-01-02 14:15:00, 352.84375
2014-01-02 14:30:00, 316.28469
2014-01-02 14:45:00, 290.92312
2014-01-02 15:00:00, 354.62125
2014-01-02 15:15:00, 298.50531
2014-01-02 15:30:00, 352.23469
2014-01-02 15:45:00, 329.99031
2014-01-02 16:00:00, 331.51531
2014-01-02 16:15:00, 266.18312
2014-01-02 16:30:00, 233.69281
2014-01-02 16:45:00, 303.89563
2014-01-02 17:00:00, 270.96312
2014-01-02 17:15:00, 336.30219
2014-01-02 17:30:00, 449.87875
2014-01-02 17:45:00, 429.25094
2014-01-02 18:00:00, 466.64062
2014-01-02 18:15:00, 458.93594
2014-01-02 18:30:00,  434.6175
2014-01-02 18:45:00, 450.67719
2014-01-02 19:00:00, 464.20969
2014-01-02 19:15:00, 513.30344
2014-01-02 19:30:00, 492.31187
2014-01-02 19:45:00, 553.26531
2014-01-02 20:00:00, 474.21188
2014-01-02 20:15:00,    481.84
2014-01-02 20:30:00, 452.09812
2014-01-02 20:45:00,   337.715
2014-01-02 21:00:00, 347.39969
2014-01-02 21:15:00, 347.49031
2014-01-02 21:30:00, 375.14156
2014-01-02 21:45:00, 302.27906
2014-01-02 22:00:00, 346.80437
2014-01-02 22:15:00, 316.31219
2014-01-02 22:30:00, 276.07844
2014-01-02 22:45:00, 261.00531
2014-01-02 23:00:00, 250.09813
2014-01-02 23:15:00,   252.135
2014-01-02 23:30:00, 232.71688
2014-01-02 23:45:00, 212.29812
2014-01-03 00:00:00, 218.80437
2014-01-03 00:15:00,  182.8275
2014-01-03 00:30:00, 202.13969
2014-01-03 00:45:00, 173.55906
2014-01-03 01:00:00,  164.5675
2014-01-03 01:15:00, 152.13281
2014-01-03 01:30:00, 128.58687
2014-01-03 01:45:00, 159.74156
2014-01-03 02:00:00,   149.475
2014-01-03 02:15:00, 138.67125
2014-01-03 02:30:00, 127.94594
2014-01-03 02:45:00, 99.563437
2014-01-03 03:00:00, 104.38437
2014-01-03 03:15:00,  94.15625
2014-01-03 03:30:00,  120.2625
2014-01-03 03:45:00, 99.130937
2014-01-03 04:00:00, 100.07531
2014-01-03 04:15:00, 93.903438
2014-01-03 04:30:00, 110.07312
2014-01-03 04:45:00, 105.93875
2014-01-03 05:00:00, 101.48094
2014-01-03 05:15:00, 103.04813
2014-01-03 05:30:00,    113.65
2014-01-03 05:45:00, 114.45594
2014-01-03 06:00:00, 126.11281
2014-01-03 06:15:00, 115.41125
2014-01-03 06:30:00, 125.10938
2014-01-03 06:45:00, 135.58406
2014-01-03 07:00:00, 156.66594
2014-01-03 07:15:00, 175.50156
2014-01-03 07:30:00, 260.98688
2014-01-03 07:45:00, 214.41781
2014-01-03 08:00:00, 222.20469
2014-01-03 08:15:00, 281.26969
2014-01-03 08:30:00, 513.93594
2014-01-03 08:45:00, 508.83125
2014-01-03 09:00:00, 309.44687
2014-01-03 09:15:00, 414.51094
2014-01-03 09:30:00, 383.69781
2014-01-03 09:45:00, 468.25469
2014-01-03 10:00:00, 531.40781
2014-01-03 10:15:00,  641.7075
2014-01-03 10:30:00, 313.70156
2014-01-03 10:45:00, 357.89531
2014-01-03 11:00:00, 413.57531
2014-01-03 11:15:00, 328.77125
2014-01-03 11:30:00, 369.87656
2014-01-03 11:45:00, 466.45625
2014-01-03 12:00:00,   296.915
2014-01-03 12:15:00, 351.55844
2014-01-03 12:30:00, 304.68344
2014-01-03 12:45:00, 494.71281
2014-01-03 13:00:00, 480.12094
2014-01-03 13:15:00, 425.41781
2014-01-03 13:30:00, 488.36562
2014-01-03 13:45:00, 655.09281
2014-01-03 14:00:00, 562.85187
2014-01-03 14:15:00,   561.795
2014-01-03 14:30:00, 539.27688
2014-01-03 14:45:00, 581.97594
2014-01-03 15:00:00, 425.64219
2014-01-03 15:15:00, 373.65844
2014-01-03 15:30:00, 318.58938
2014-01-03 15:45:00, 377.53844
2014-01-03 16:00:00, 465.38688
2014-01-03 16:15:00, 431.83344
2014-01-03 16:30:00, 359.31531
2014-01-03 16:45:00, 379.89219
2014-01-03 17:00:00, 294.06156
2014-01-03 17:15:00, 352.81281
2014-01-03 17:30:00, 359.54469
2014-01-03 17:45:00, 372.51063
2014-01-03 18:00:00, 385.44437
2014-01-03 18:15:00,   495.345
2014-01-03 18:30:00, 500.38875
2014-01-03 18:45:00, 577.51469
2014-01-03 19:00:00, 576.14688
2014-01-03 19:15:00, 551.30437
2014-01-03 19:30:00, 504.76719
2014-01-03 19:45:00, 658.72687
2014-01-03 20:00:00, 586.74094
2014-01-03 20:15:00, 592.57813
2014-01-03 20:30:00, 537.71313
2014-01-03 20:45:00, 611.00719
2014-01-03 21:00:00, 472.56344
2014-01-03 21:15:00, 412.34344
2014-01-03 21:30:00, 399.13156
2014-01-03 21:45:00, 302.21187
2014-01-03 22:00:00, 327.60812
2014-01-03 22:15:00, 298.53938
2014-01-03 22:30:00, 275.15719
2014-01-03 22:45:00, 272.26094
2014-01-03 23:00:00, 259.03781
2014-01-03 23:15:00, 261.49344
2014-01-03 23:30:00, 247.00094
2014-01-03 23:45:00, 207.55344
2014-01-04 00:00:00,    189.31
2014-01-04 00:15:00, 173.24969
2014-01-04 00:30:00, 194.74406
2014-01-04 00:45:00, 211.74438
2014-01-04 01:00:00, 164.81906
2014-01-04 01:15:00, 189.16187
2014-01-04 01:30:00,   140.545
2014-01-04 01:45:00,  137.4475
2014-01-04 02:00:00, 143.99219
2014-01-04 02:15:00, 124.07688
2014-01-04 02:30:00,  128.5425
2014-01-04 02:45:00, 128.11031
2014-01-04 03:00:00, 121.45656
2014-01-04 03:15:00, 115.77844
2014-01-04 03:30:00, 108.85031
2014-01-04 03:45:00,    107.69
2014-01-04 04:00:00, 91.818125
2014-01-04 04:15:00, 110.05188
2014-01-04 04:30:00, 105.37125
2014-01-04 04:45:00,  85.43625
2014-01-04 05:00:00, 95.979375
2014-01-04 05:15:00, 105.64906
2014-01-04 05:30:00, 132.98063
2014-01-04 05:45:00, 126.42187
2014-01-04 06:00:00, 123.46594
2014-01-04 06:15:00, 118.08156
2014-01-04 06:30:00, 131.21781
2014-01-04 06:45:00, 145.50156
2014-01-04 07:00:00, 160.38719
2014-01-04 07:15:00, 153.61313
2014-01-04 07:30:00,  143.1575
2014-01-04 07:45:00, 147.44781
2014-01-04 08:00:00, 170.71375
2014-01-04 08:15:00, 190.30781
2014-01-04 08:30:00, 189.94094
2014-01-04 08:45:00, 425.13156
2014-01-04 09:00:00, 328.25125
2014-01-04 09:15:00, 319.34344
2014-01-04 09:30:00, 420.47656
2014-01-04 09:45:00, 354.25656
2014-01-04 10:00:00, 656.24625
2014-01-04 10:15:00, 517.87594
2014-01-04 10:30:00,    624.04
2014-01-04 10:45:00, 666.04344
2014-01-04 11:00:00, 675.78156
2014-01-04 11:15:00,  454.5675
2014-01-04 11:30:00,   443.285
2014-01-04 11:45:00, 646.77531
2014-01-04 12:00:00, 518.60969
2014-01-04 12:15:00, 385.60063
2014-01-04 12:30:00, 523.83875
2014-01-04 12:45:00, 420.06719
2014-01-04 13:00:00,  415.7625
2014-01-04 13:15:00, 470.59406
2014-01-04 13:30:00, 452.84875
2014-01-04 13:45:00, 403.95625
2014-01-04 14:00:00, 459.52188
2014-01-04 14:15:00, 274.06344
2014-01-04 14:30:00, 269.30219
2014-01-04 14:45:00, 274.17844
2014-01-04 15:00:00,   250.445
2014-01-04 15:15:00, 343.03156
2014-01-04 15:30:00, 229.56687
2014-01-04 15:45:00, 336.64344
2014-01-04 16:00:00, 317.77656
2014-01-04 16:15:00, 367.05375
2014-01-04 16:30:00, 324.02406
2014-01-04 16:45:00, 359.77813
2014-01-04 17:00:00, 356.88719
2014-01-04 17:15:00,    331.35
2014-01-04 17:30:00,   345.985
2014-01-04 17:45:00, 350.60781
2014-01-04 18:00:00, 357.36625
2014-01-04 18:15:00,    364.14
2014-01-04 18:30:00, 365.19937
2014-01-04 18:45:00, 388.87781
2014-01-04 19:00:00, 468.40875
2014-01-04 19:15:00, 504.32531
2014-01-04 19:30:00, 575.38844
2014-01-04 19:45:00, 548.68219
2014-01-04 20:00:00, 418.99094
2014-01-04 20:15:00, 508.86719
2014-01-04 20:30:00, 453.31469
2014-01-04 20:45:00, 390.00688
2014-01-04 21:00:00, 485.45406
2014-01-04 21:15:00, 391.18594
2014-01-04 21:30:00, 417.83125
2014-01-04 21:45:00, 395.58031
2014-01-04 22:00:00, 356.62875
2014-01-04 22:15:00, 319.40875
2014-01-04 22:30:00, 274.70469
2014-01-04 22:45:00, 270.54625
2014-01-04 23:00:00, 230.97438
2014-01-04 23:15:00, 238.47094
2014-01-04 23:30:00, 211.56687
2014-01-04 23:45:00, 204.32438
2014-01-05 00:00:00, 165.46031
2014-01-05 00:15:00, 137.46656
2014-01-05 00:30:00, 137.92094
2014-01-05 00:45:00, 120.96313
2014-01-05 01:00:00, 97.010937
2014-01-05 01:15:00, 91.519375
2014-01-05 01:30:00, 100.18188
2014-01-05 01:45:00, 107.57594
2014-01-05 02:00:00, 103.31969
2014-01-05 02:15:00, 119.94562
2014-01-05 02:30:00, 108.21031
2014-01-05 02:45:00, 105.27781
2014-01-05 03:00:00, 107.44406
2014-01-05 03:15:00, 95.965312
2014-01-05 03:30:00, 101.44094
2014-01-05 03:45:00, 105.47156
2014-01-05 04:00:00, 121.79281
2014-01-05 04:15:00, 105.91687
2014-01-05 04:30:00, 101.78219
2014-01-05 04:45:00, 85.259375
2014-01-05 05:00:00,   92.5575
2014-01-05 05:15:00, 113.94375
2014-01-05 05:30:00, 123.84469
2014-01-05 05:45:00,   127.035
2014-01-05 06:00:00, 168.24281
2014-01-05 06:15:00, 154.39906
2014-01-05 06:30:00, 197.99688
2014-01-05 06:45:00, 254.23375
2014-01-05 07:00:00,   355.955
2014-01-05 07:15:00, 345.05437
2014-01-05 07:30:00, 441.58656
2014-01-05 07:45:00, 397.97906
2014-01-05 08:00:00, 585.40562
2014-01-05 08:15:00, 522.65437
2014-01-05 08:30:00, 506.83469
2014-01-05 08:45:00, 541.58875
2014-01-05 09:00:00, 620.54344
2014-01-05 09:15:00, 325.50344
2014-01-05 09:30:00, 225.96812
2014-01-05 09:45:00, 338.78844
2014-01-05 10:00:00,  308.2825
2014-01-05 10:15:00, 532.21531
2014-01-05 10:30:00, 374.48281
2014-01-05 10:45:00,   334.095
2014-01-05 11:00:00, 353.73563
2014-01-05 11:15:00, 353.82188
2014-01-05 11:30:00,  378.7775
2014-01-05 11:45:00, 485.56781
2014-01-05 12:00:00, 424.90562
2014-01-05 12:15:00, 358.70875
2014-01-05 12:30:00, 529.58563
2014-01-05 12:45:00,  529.8725
2014-01-05 13:00:00, 692.45594
2014-01-05 13:15:00,    630.77
2014-01-05 13:30:00, 596.84969
2014-01-05 13:45:00, 429.45875
2014-01-05 14:00:00, 324.34812
2014-01-05 14:15:00,  400.7725
2014-01-05 14:30:00, 358.38562
2014-01-05 14:45:00, 320.00219
2014-01-05 15:00:00, 314.51937
2014-01-05 15:15:00, 360.45281
2014-01-05 15:30:00, 303.60062
2014-01-05 15:45:00, 294.57813
2014-01-05 16:00:00, 324.27344
2014-01-05 16:15:00, 246.68531
2014-01-05 16:30:00, 343.62906
2014-01-05 16:45:00, 331.34812
2014-01-05 17:00:00, 296.15906
2014-01-05 17:15:00, 271.77875
2014-01-05 17:30:00, 326.34844
2014-01-05 17:45:00, 476.47031
2014-01-05 18:00:00, 408.17594
2014-01-05 18:15:00, 505.36875
2014-01-05 18:30:00, 497.22187
2014-01-05 18:45:00, 435.10969
2014-01-05 19:00:00, 596.20562
2014-01-05 19:15:00, 606.27719
2014-01-05 19:30:00, 663.19969
2014-01-05 19:45:00, 622.11438
2014-01-05 20:00:00, 456.78219
2014-01-05 20:15:00, 414.88406
2014-01-05 20:30:00, 520.71094
2014-01-05 20:45:00, 521.79375
2014-01-05 21:00:00, 524.18875
2014-01-05 21:15:00, 451.39031
2014-01-05 21:30:00, 466.16813
2014-01-05 21:45:00, 416.23844
2014-01-05 22:00:00, 382.94156
2014-01-05 22:15:00, 312.00281
2014-01-05 22:30:00, 238.63875
2014-01-05 22:45:00, 258.58438
2014-01-05 23:00:00, 235.81438
2014-01-05 23:15:00, 244.46531
2014-01-05 23:30:00, 223.57156
2014-01-05 23:45:00, 233.33875
2014-01-06 00:00:00, 207.24969
2014-01-06 00:15:00, 198.73031
2014-01-06 00:30:00, 170.86594
2014-01-06 00:45:00, 134.03469
2014-01-06 01:00:00, 102.82156
2014-01-06 01:15:00, 115.93062
2014-01-06 01:30:00, 121.54563
2014-01-06 01:45:00, 92.920312
2014-01-06 02:00:00, 109.07406
2014-01-06 02:15:00, 104.03031
2014-01-06 02:30:00, 121.45875
2014-01-06 02:45:00,    115.33
2014-01-06 03:00:00, 98.873125
2014-01-06 03:15:00, 90.344688
2014-01-06 03:30:00,     90.94
2014-01-06 03:45:00, 108.23938
2014-01-06 04:00:00, 107.81375
2014-01-06 04:15:00, 94.396875
2014-01-06 04:30:00, 107.23625
2014-01-06 04:45:00,   89.5425
2014-01-06 05:00:00, 125.44031
2014-01-06 05:15:00, 141.01719
2014-01-06 05:30:00, 110.81344
2014-01-06 05:45:00, 129.39031
2014-01-06 06:00:00, 138.65438
2014-01-06 06:15:00, 170.90469
2014-01-06 06:30:00, 198.65125
2014-01-06 06:45:00,  242.4375
2014-01-06 07:00:00, 265.74094
2014-01-06 07:15:00, 363.45625
2014-01-06 07:30:00, 422.53187
2014-01-06 07:45:00, 391.10219
2014-01-06 08:00:00, 429.19375
2014-01-06 08:15:00, 719.11969
2014-01-06 08:30:00, 547.09656
2014-01-06 08:45:00,  518.3125
2014-01-06 09:00:00, 377.07281
2014-01-06 09:15:00, 476.76875
2014-01-06 09:30:00,    332.73
2014-01-06 09:45:00, 366.16438
2014-01-06 10:00:00, 392.29812
2014-01-06 10:15:00, 417.00656
2014-01-06 10:30:00, 460.50219
2014-01-06 10:45:00, 493.54625
2014-01-06 11:00:00, 372.98094
2014-01-06 11:15:00,  472.4025
2014-01-06 11:30:00,  511.8175
2014-01-06 11:45:00, 775.91094
2014-01-06 12:00:00, 654.67844
2014-01-06 12:15:00, 553.48438
2014-01-06 12:30:00, 696.11219
2014-01-06 12:45:00, 638.91344
2014-01-06 13:00:00,  740.5675
2014-01-06 13:15:00, 610.95875
2014-01-06 13:30:00,  490.5175
2014-01-06 13:45:00,  441.9725
2014-01-06 14:00:00, 463.40562
2014-01-06 14:15:00, 413.35656
2014-01-06 14:30:00, 393.54219
2014-01-06 14:45:00, 528.95062
2014-01-06 15:00:00, 459.29937
2014-01-06 15:15:00, 551.92406
2014-01-06 15:30:00, 461.61125
2014-01-06 15:45:00, 350.31031
2014-01-06 16:00:00, 375.68875
2014-01-06 16:15:00, 331.93094
2014-01-06 16:30:00, 266.64625
2014-01-06 16:45:00, 220.06187
2014-01-06 17:00:00, 257.06469
2014-01-06 17:15:00, 254.70906
2014-01-06 17:30:00, 278.80437
2014-01-06 17:45:00, 394.48125
2014-01-06 18:00:00, 399.02812
2014-01-06 18:15:00, 491.87156
2014-01-06 18:30:00,  392.6075
2014-01-06 18:45:00, 467.45344
2014-01-06 19:00:00, 479.07094
2014-01-06 19:15:00, 593.76875
2014-01-06 19:30:00, 518.91937
2014-01-06 19:45:00, 391.59937
2014-01-06 20:00:00, 396.82719
2014-01-06 20:15:00, 377.99344
2014-01-06 20:30:00, 400.60813
2014-01-06 20:45:00, 343.47969
2014-01-06 21:00:00, 389.78719
2014-01-06 21:15:00, 373.12969
2014-01-06 21:30:00, 358.33062
2014-01-06 21:45:00, 390.31469
2014-01-06 22:00:00, 422.88594
2014-01-06 22:15:00,   259.155
2014-01-06 22:30:00, 293.13563
2014-01-06 22:45:00, 241.95063
2014-01-06 23:00:00, 216.81313
2014-01-06 23:15:00, 201.36625
2014-01-06 23:30:00, 155.93969
2014-01-06 23:45:00, 177.14312
2014-01-07 00:00:00, 158.81594
2014-01-07 00:15:00, 134.31937
2014-01-07 00:30:00, 140.43094
2014-01-07 00:45:00, 133.45688
2014-01-07 01:00:00, 128.86562
2014-01-07 01:15:00, 135.35719
2014-01-07 01:30:00, 108.25969
2014-01-07 01:45:00, 100.05219
2014-01-07 02:00:00, 103.21844
2014-01-07 02:15:00, 115.34344
2014-01-07 02:30:00, 126.42156
2014-01-07 02:45:00, 110.30906
2014-01-07 03:00:00, 98.835313
2014-01-07 03:15:00,   95.4625
2014-01-07 03:30:00, 110.16344
2014-01-07 03:45:00, 118.93094
2014-01-07 04:00:00,     99.09
2014-01-07 04:15:00,   92.0475
2014-01-07 04:30:00, 88.713125
2014-01-07 04:45:00, 106.26375
2014-01-07 05:00:00, 110.36063
2014-01-07 05:15:00, 136.92375
2014-01-07 05:30:00, 146.20937
2014-01-07 05:45:00, 162.48844
2014-01-07 06:00:00, 204.79875
2014-01-07 06:15:00, 231.83344
2014-01-07 06:30:00, 202.11281
2014-01-07 06:45:00, 234.92344
2014-01-07 07:00:00, 241.21688
2014-01-07 07:15:00, 278.93688
2014-01-07 07:30:00,  267.3125
2014-01-07 07:45:00,    257.44
2014-01-07 08:00:00, 409.91969
2014-01-07 08:15:00, 424.36062
2014-01-07 08:30:00, 429.86969
2014-01-07 08:45:00, 359.79844
2014-01-07 09:00:00, 412.66469
2014-01-07 09:15:00,    376.88
2014-01-07 09:30:00,  368.4875
2014-01-07 09:45:00, 377.50063
2014-01-07 10:00:00, 599.36344
2014-01-07 10:15:00, 407.82125
2014-01-07 10:30:00, 414.87969
2014-01-07 10:45:00, 366.12562
2014-01-07 11:00:00,    320.26
2014-01-07 11:15:00, 372.60656
2014-01-07 11:30:00, 399.39406
2014-01-07 11:45:00, 516.99938
2014-01-07 12:00:00, 470.78312
2014-01-07 12:15:00, 509.97844
2014-01-07 12:30:00, 504.57063
2014-01-07 12:45:00, 378.38531
2014-01-07 13:00:00,    531.44
2014-01-07 13:15:00, 486.34281
2014-01-07 13:30:00, 374.23719
2014-01-07 13:45:00, 393.49031
2014-01-07 14:00:00, 280.90844
2014-01-07 14:15:00, 292.08469
2014-01-07 14:30:00, 291.95156
2014-01-07 14:45:00,  393.6425
2014-01-07 15:00:00, 409.36625
2014-01-07 15:15:00, 353.59312
2014-01-07 15:30:00, 312.39844
2014-01-07 15:45:00, 332.91125
2014-01-07 16:00:00, 412.89156
2014-01-07 16:15:00, 456.19656
2014-01-07 16:30:00, 359.17156
2014-01-07 16:45:00, 303.51875
2014-01-07 17:00:00, 255.99719
2014-01-07 17:15:00, 378.86344
2014-01-07 17:30:00, 376.65406
2014-01-07 17:45:00, 344.41781
2014-01-07 18:00:00,     305.9
2014-01-07 18:15:00, 325.02469
2014-01-07 18:30:00, 319.16062
2014-01-07 18:45:00, 502.71781
2014-01-07 19:00:00,  474.7775
2014-01-07 19:15:00, 465.76063
2014-01-07 19:30:00, 337.48469
2014-01-07 19:45:00, 405.10937
2014-01-07 20:00:00, 425.97031
2014-01-07 20:15:00, 518.50125
2014-01-07 20:30:00, 483.29625
2014-01-07 20:45:00, 528.79562
2014-01-07 21:00:00, 362.01156
2014-01-07 21:15:00, 372.83656
2014-01-07 21:30:00, 311.45344
2014-01-07 21:45:00, 346.37063
2014-01-07 22:00:00, 330.82687
2014-01-07 22:15:00, 344.76875
2014-01-07 22:30:00, 278.67563
2014-01-07 22:45:00, 248.24937
2014-01-07 23:00:00, 256.27625
2014-01-07 23:15:00, 217.52469
2014-01-07 23:30:00,  214.6925
2014-01-07 23:45:00,  212.3375
2014-01-08 00:00:00, 182.56062
2014-01-08 00:15:00, 169.42531
2014-01-08 00:30:00, 150.12219
2014-01-08 00:45:00, 150.06719
2014-01-08 01:00:00, 120.39531
2014-01-08 01:15:00, 109.84594
2014-01-08 01:30:00, 125.76437
2014-01-08 01:45:00, 94.320312
2014-01-08 02:00:00, 114.86375
2014-01-08 02:15:00, 116.17188
2014-01-08 02:30:00, 97.144688
2014-01-08 02:45:00, 106.49688
2014-01-08 03:00:00, 118.92281
2014-01-08 03:15:00, 93.673437
2014-01-08 03:30:00, 105.10813
2014-01-08 03:45:00,  97.54375
2014-01-08 04:00:00, 92.407188
2014-01-08 04:15:00,    89.185
2014-01-08 04:30:00, 106.14219
2014-01-08 04:45:00, 98.809688
2014-01-08 05:00:00, 105.08875
2014-01-08 05:15:00, 120.68344
2014-01-08 05:30:00, 142.64719
2014-01-08 05:45:00,  184.3125
2014-01-08 06:00:00,     217.4
2014-01-08 06:15:00, 214.31594
2014-01-08 06:30:00, 206.04781
2014-01-08 06:45:00, 203.11594
2014-01-08 07:00:00, 225.13875
2014-01-08 07:15:00, 266.53375
2014-01-08 07:30:00,   210.845
2014-01-08 07:45:00, 203.59312
2014-01-08 08:00:00, 436.50344
2014-01-08 08:15:00, 407.23531
2014-01-08 08:30:00, 248.96687
2014-01-08 08:45:00, 296.82062
2014-01-08 09:00:00, 456.09594
2014-01-08 09:15:00, 498.67906
2014-01-08 09:30:00, 580.34406
2014-01-08 09:45:00, 771.63594
2014-01-08 10:00:00, 392.31188
2014-01-08 10:15:00, 456.70938
2014-01-08 10:30:00, 488.67125
2014-01-08 10:45:00, 418.42344
2014-01-08 11:00:00, 408.61063
2014-01-08 11:15:00, 437.75875
2014-01-08 11:30:00, 307.22406
2014-01-08 11:45:00, 359.77187
2014-01-08 12:00:00, 534.86625
2014-01-08 12:15:00, 694.31813
2014-01-08 12:30:00, 578.38219
2014-01-08 12:45:00, 529.09563
2014-01-08 13:00:00, 465.77219
2014-01-08 13:15:00, 560.39719
2014-01-08 13:30:00, 484.27219
2014-01-08 13:45:00,  467.0625
2014-01-08 14:00:00, 383.79594
2014-01-08 14:15:00, 380.83594
2014-01-08 14:30:00, 385.19781
2014-01-08 14:45:00, 287.31375
2014-01-08 15:00:00, 303.04875
2014-01-08 15:15:00, 308.42406
2014-01-08 15:30:00, 255.11469
2014-01-08 15:45:00, 325.76563
2014-01-08 16:00:00, 303.90531
2014-01-08 16:15:00, 312.02719
